fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
All,2,2,All,2,All,3,2,All,2,1,5
All,2,2,All,2,All,3,2,All,2,1,5
All,1,2,All,1,All,1,2,All,1,1,6
All,2,2,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,1,2,All,1,1,5
All,1,2,All,2,All,1,2,All,3,2,7
All,1,2,All,2,All,2,2,All,3,3,7
All,2,1,All,2,All,1,2,All,3,1,6
All,1,2,All,2,All,1,2,All,3,3,7
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,1,All,1,1,All,3,4,8
All,1,2,All,1,All,1,2,All,3,3,7
All,2,2,All,2,All,2,2,All,2,1,5
All,1,2,All,2,All,3,1,All,1,4,6
All,2,2,All,2,All,2,2,All,2,1,5
All,2,2,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,3,2,All,2,1,5
All,1,2,All,1,All,1,2,All,2,1,6
All,2,2,All,2,All,1,2,All,3,2,6
All,2,1,All,2,All,1,2,All,1,1,6
All,2,2,All,2,All,1,2,All,3,1,6
All,3,1,All,2,All,1,2,All,1,2,4
All,2,2,All,2,All,1,2,All,2,1,6
All,2,1,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,1,2,All,2,1,6
All,2,1,All,2,All,2,2,All,2,1,6
All,2,1,All,2,All,1,2,All,2,1,6
All,2,2,All,2,All,1,2,All,3,4,7
All,2,2,All,2,All,1,2,All,1,3,6
All,2,2,All,2,All,2,2,All,3,2,6
All,1,1,All,2,All,1,2,All,1,4,6
All,1,2,All,2,All,2,2,All,2,1,5
All,1,2,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,2,6
All,1,2,All,1,All,1,2,All,3,1,5
All,2,1,All,2,All,3,2,All,3,2,6
All,2,2,All,2,All,2,2,All,2,1,5
All,2,2,All,2,All,2,2,All,2,1,5
All,1,2,All,2,All,1,2,All,3,1,6
All,2,2,All,2,All,1,2,All,3,2,5
All,1,2,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,3,4,6
All,2,1,All,2,All,2,2,All,3,2,5
All,2,1,All,2,All,2,2,All,3,2,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,1,6
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,6
All,1,2,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,2,3,6
All,3,1,All,2,All,2,2,All,3,3,4
All,1,1,All,2,All,3,2,All,2,1,5
All,2,1,All,1,All,1,2,All,2,1,5
All,3,1,All,2,All,3,2,All,1,1,5
All,3,1,All,2,All,3,2,All,1,1,5
All,3,1,All,2,All,1,2,All,3,2,7
All,1,2,All,1,All,2,2,All,3,2,6
All,2,2,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,2,2,All,3,1,5
All,2,2,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,2,2,All,3,1,5
All,2,2,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,3,2,7
All,2,1,All,2,All,1,2,All,3,2,5
All,2,1,All,2,All,1,2,All,2,3,4
All,2,2,All,1,All,1,2,All,3,3,7
All,2,1,All,1,All,3,1,All,2,3,6
All,2,2,All,2,All,1,2,All,1,1,5
All,3,1,All,2,All,3,2,All,3,3,5
All,1,2,All,2,All,2,2,All,3,4,5
All,1,2,All,2,All,1,2,All,2,4,6
All,2,2,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,1,2,All,3,3,7
All,2,1,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,1,2,All,2,3,4
All,2,1,All,2,All,1,2,All,3,1,6
All,2,2,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,3,1,6
All,1,2,All,1,All,1,2,All,3,2,6
All,1,2,All,2,All,1,2,All,3,2,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,1,2,All,2,1,6
All,1,2,All,2,All,1,2,All,3,1,6
All,2,2,All,1,All,1,2,All,2,3,5
All,1,2,All,2,All,1,2,All,3,1,6
All,1,1,All,2,All,1,2,All,2,2,5
All,2,1,All,2,All,1,2,All,1,1,5
All,3,2,All,2,All,3,2,All,1,1,5
All,2,1,All,2,All,1,2,All,1,1,5
All,1,2,All,2,All,1,2,All,3,1,6
All,2,2,All,1,All,1,2,All,3,2,5
All,1,2,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,1,2,All,1,2,5
All,2,1,All,2,All,2,2,All,1,2,5
All,1,2,All,1,All,1,2,All,2,1,5
All,2,2,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,1,2,6
All,2,2,All,2,All,2,2,All,2,1,5
All,2,1,All,1,All,1,2,All,2,3,5
All,3,2,All,2,All,3,2,All,1,1,5
All,2,1,All,1,All,1,2,All,2,3,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,1,All,1,2,All,1,1,5
All,1,2,All,2,All,1,2,All,3,1,5
All,3,1,All,2,All,1,2,All,2,3,3
All,3,1,All,2,All,2,2,All,2,1,5
All,2,2,All,2,All,2,2,All,3,1,5
All,2,2,All,2,All,3,2,All,2,1,5
All,2,2,All,2,All,3,2,All,2,1,5
All,2,1,All,1,All,1,1,All,2,4,6
All,2,1,All,1,All,1,2,All,3,1,6
All,2,1,All,1,All,1,2,All,3,1,6
All,2,1,All,2,All,2,2,All,1,1,5
All,1,2,All,2,All,1,2,All,2,3,6
All,3,2,All,2,All,2,2,All,2,2,6
All,2,1,All,1,All,1,2,All,3,1,6
All,2,1,All,1,All,1,2,All,3,1,6
All,1,2,All,2,All,2,2,All,3,1,4
All,2,1,All,2,All,1,2,All,2,1,4
All,3,1,All,2,All,1,2,All,1,2,5
All,2,1,All,2,All,1,2,All,1,2,5
All,2,1,All,2,All,1,2,All,1,3,5
All,2,1,All,1,All,1,2,All,2,4,6
All,1,2,All,1,All,1,2,All,3,2,6
All,3,2,All,2,All,2,2,All,2,2,5
All,2,2,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,1,2,All,1,1,6
All,2,2,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,2,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,3,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,2,5
All,1,2,All,1,All,3,2,All,3,1,5
All,3,1,All,2,All,1,2,All,2,3,4
All,2,1,All,2,All,1,2,All,2,2,5
All,2,1,All,2,All,1,2,All,3,3,6
All,2,1,All,1,All,1,2,All,3,1,5
All,2,1,All,1,All,1,2,All,3,1,5
All,2,1,All,2,All,2,1,All,1,4,6
All,2,2,All,2,All,1,2,All,3,1,5
All,3,1,All,2,All,1,2,All,1,4,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,3,1,All,2,All,1,2,All,1,1,5
All,3,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,2,2,All,3,1,6
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,3,4,6
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,1,All,1,2,All,3,1,5
All,2,2,All,2,All,3,2,All,1,2,5
All,1,2,All,2,All,3,2,All,1,1,5
All,2,1,All,2,All,1,2,All,3,1,6
All,1,2,All,2,All,2,2,All,1,1,6
All,1,2,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,1,2,All,3,1,6
All,3,1,All,1,All,1,1,All,1,3,6
All,3,1,All,1,All,1,1,All,1,3,6
All,3,1,All,2,All,1,2,All,1,1,5
All,3,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,1,2,6
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,1,6
All,2,1,All,2,All,1,2,All,2,1,6
All,2,1,All,2,All,2,2,All,2,1,5
All,2,2,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,2,2,All,1,1,6
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,2,2,All,1,1,6
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,3,2,All,2,1,5
All,1,1,All,2,All,1,2,All,3,1,6
All,1,2,All,2,All,1,2,All,3,1,6
All,3,1,All,2,All,1,2,All,1,2,5
All,2,1,All,2,All,1,2,All,2,2,6
All,2,1,All,2,All,1,2,All,2,2,6
All,2,2,All,2,All,1,2,All,2,3,5
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,6
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,2,2,All,1,2,5
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,2,2,All,2,1,5
All,1,2,All,2,All,2,2,All,1,1,5
All,1,2,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,2,2,All,2,2,6
All,2,1,All,2,All,2,2,All,2,2,6
All,2,1,All,2,All,3,2,All,1,1,5
All,1,2,All,2,All,2,2,All,3,1,6
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,2,2,All,2,1,6
All,2,1,All,1,All,1,2,All,2,3,5
All,1,2,All,1,All,1,1,All,1,4,6
All,3,2,All,2,All,2,2,All,3,2,5
All,2,2,All,2,All,2,2,All,3,1,5
All,1,2,All,1,All,1,1,All,3,3,7
All,2,2,All,2,All,1,2,All,1,3,6
All,2,2,All,2,All,1,2,All,1,3,6
All,2,1,All,2,All,3,2,All,1,1,5
All,2,1,All,1,All,1,2,All,1,2,5
All,2,1,All,1,All,2,1,All,3,4,7
All,2,1,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,1,2,All,2,2,6
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,3,1,5
All,2,2,All,2,All,1,2,All,2,2,6
All,2,1,All,1,All,1,2,All,1,3,5
All,2,2,All,2,All,1,2,All,3,3,6
All,2,2,All,2,All,1,2,All,3,3,5
All,1,1,All,2,All,1,1,All,2,3,4
All,2,2,All,2,All,1,2,All,3,3,6
All,2,2,All,2,All,1,2,All,3,3,5
All,2,1,All,2,All,1,2,All,2,3,6
All,1,2,All,2,All,1,2,All,3,4,6
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,1,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,1,All,1,2,All,1,2,5
All,2,1,All,2,All,1,2,All,1,3,5
All,1,2,All,1,All,1,1,All,3,3,7
All,2,1,All,2,All,1,2,All,1,3,5
All,2,1,All,1,All,1,1,All,3,4,8
All,2,1,All,2,All,1,1,All,3,3,6
All,2,1,All,1,All,1,2,All,2,3,4
All,2,1,All,2,All,1,1,All,3,3,6
All,2,2,All,2,All,1,2,All,3,2,3
All,2,2,All,2,All,1,2,All,3,2,4
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,1,All,1,2,All,1,1,5
All,1,1,All,1,All,3,1,All,1,4,7
All,1,1,All,1,All,3,1,All,1,4,7
All,1,2,All,2,All,1,2,All,3,3,7
All,2,1,All,2,All,1,2,All,1,2,5
All,2,2,All,2,All,1,2,All,3,4,7
All,2,1,All,2,All,1,2,All,3,2,5
All,2,2,All,2,All,2,2,All,3,3,6
All,2,2,All,2,All,2,2,All,2,1,5
All,1,2,All,1,All,1,2,All,3,3,6
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,3,2,6
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,3,1,5
All,2,2,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,3,2,All,3,1,5
All,1,2,All,2,All,1,2,All,3,3,6
All,1,2,All,2,All,1,2,All,3,3,6
All,2,1,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,2,All,3,3,6
All,1,2,All,2,All,1,2,All,3,3,7
All,1,2,All,1,All,1,2,All,3,3,7
All,2,1,All,2,All,1,1,All,3,3,6
All,2,1,All,2,All,2,2,All,2,1,5
All,3,2,All,1,All,2,1,All,2,4,6
All,2,2,All,1,All,1,2,All,1,2,5
All,2,1,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,1,All,3,3,6
All,2,1,All,2,All,1,1,All,3,3,6
All,2,1,All,2,All,1,1,All,3,3,6
All,2,1,All,2,All,1,2,All,3,3,6
All,2,1,All,1,All,1,1,All,2,4,6
All,2,1,All,2,All,1,1,All,2,3,5
All,1,1,All,1,All,1,2,All,2,2,4
All,1,2,All,1,All,1,2,All,2,3,7
All,1,2,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,2,All,3,4,7
All,2,1,All,1,All,1,1,All,2,3,4
All,2,1,All,1,All,1,1,All,2,4,6
All,2,1,All,2,All,2,2,All,1,2,6
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,1,2,5
All,2,1,All,1,All,1,1,All,3,3,6
All,1,1,All,2,All,1,1,All,3,4,6
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,2,2,All,1,2,6
All,2,1,All,2,All,1,2,All,3,3,5
All,2,1,All,2,All,1,2,All,3,2,6
All,2,2,All,1,All,1,2,All,3,4,7
All,2,1,All,2,All,2,1,All,2,3,6
All,3,2,All,2,All,3,2,All,3,1,5
All,1,1,All,2,All,1,2,All,2,2,5
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,2,2,All,2,1,6
All,2,1,All,2,All,1,2,All,2,3,6
All,1,2,All,2,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,2,3,6
All,1,2,All,2,All,1,1,All,3,4,7
All,3,1,All,2,All,1,2,All,1,3,3
All,1,2,All,1,All,1,2,All,3,4,5
All,2,1,All,2,All,1,2,All,3,3,7
All,2,1,All,2,All,1,2,All,3,3,7
All,2,1,All,1,All,1,2,All,2,3,7
All,2,1,All,1,All,1,2,All,2,3,7
All,2,1,All,2,All,3,2,All,2,1,5
All,2,1,All,2,All,2,2,All,3,3,5
All,2,1,All,2,All,1,1,All,2,4,6
All,2,1,All,2,All,2,1,All,2,3,6
All,1,2,All,1,All,1,1,All,1,4,6
All,1,2,All,2,All,1,2,All,2,4,6
All,1,2,All,2,All,1,2,All,2,3,6
All,2,2,All,1,All,1,2,All,2,4,6
All,1,2,All,2,All,1,2,All,3,4,7
All,1,2,All,1,All,1,1,All,1,4,6
All,1,2,All,2,All,1,1,All,3,4,6
All,2,1,All,2,All,2,1,All,2,3,5
All,2,2,All,2,All,1,2,All,3,2,6
All,1,2,All,2,All,2,2,All,3,3,6
All,2,1,All,2,All,1,1,All,3,4,6
All,2,2,All,2,All,1,2,All,2,3,5
All,1,2,All,2,All,2,2,All,3,3,6
All,2,1,All,2,All,1,1,All,3,4,6
All,2,2,All,2,All,1,2,All,3,2,6
All,2,1,All,1,All,1,1,All,3,3,5
All,1,2,All,1,All,2,2,All,3,3,7
All,1,2,All,1,All,2,2,All,3,2,6
All,2,1,All,2,All,2,2,All,2,1,4
All,2,1,All,1,All,1,1,All,3,3,5
All,1,2,All,1,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,3,3,5
All,2,1,All,2,All,1,2,All,3,1,5
All,1,1,All,2,All,2,2,All,2,1,6
All,2,1,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,2,All,3,3,5
All,1,2,All,1,All,2,2,All,3,4,6
All,1,2,All,1,All,2,2,All,3,4,6
All,2,2,All,2,All,1,2,All,2,2,4
All,1,2,All,1,All,1,1,All,3,4,7
All,2,1,All,2,All,1,1,All,2,3,5
All,1,2,All,2,All,1,1,All,3,4,7
All,1,2,All,2,All,1,1,All,1,4,7
All,2,2,All,2,All,1,2,All,3,2,7
All,2,2,All,2,All,1,2,All,2,1,7
All,1,2,All,2,All,1,1,All,3,4,7
All,2,2,All,2,All,1,2,All,3,3,7
All,2,2,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,1,All,2,4,7
All,1,2,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,1,All,2,4,7
All,1,2,All,1,All,1,1,All,3,3,7
All,1,2,All,1,All,1,1,All,3,4,7
All,2,2,All,2,All,1,2,All,2,4,6
All,1,2,All,2,All,1,2,All,3,2,5
All,1,2,All,2,All,1,2,All,2,3,6
All,1,2,All,2,All,1,2,All,2,3,6
All,2,1,All,2,All,1,1,All,3,3,7
All,2,1,All,2,All,1,2,All,2,2,5
All,2,1,All,1,All,1,1,All,3,3,6
All,2,1,All,2,All,1,2,All,2,1,5
All,2,1,All,2,All,1,2,All,3,1,5
All,1,2,All,2,All,1,2,All,3,3,6
All,2,1,All,1,All,1,1,All,3,3,6
All,1,2,All,1,All,1,2,All,3,3,6
All,1,2,All,2,All,1,2,All,2,4,7
All,2,1,All,2,All,3,2,All,1,1,5
All,1,2,All,1,All,1,1,All,2,4,6
All,2,1,All,2,All,1,2,All,2,2,5
All,1,2,All,1,All,1,2,All,3,3,6
All,1,2,All,1,All,1,2,All,3,3,6
All,1,2,All,2,All,1,2,All,3,4,7
All,1,2,All,2,All,1,2,All,3,3,5
All,1,2,All,2,All,1,2,All,2,4,7
All,2,2,All,2,All,2,2,All,1,1,5
All,2,2,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,3,2,All,1,1,5
All,1,2,All,1,All,1,1,All,1,3,7
All,2,2,All,2,All,1,2,All,3,2,5
All,2,2,All,1,All,1,2,All,3,3,6
All,2,1,All,2,All,1,2,All,2,2,5
All,2,2,All,2,All,2,1,All,3,4,6
All,2,2,All,1,All,1,2,All,3,3,6
All,2,2,All,2,All,1,2,All,3,2,5
All,2,1,All,1,All,1,2,All,2,3,6
All,1,2,All,1,All,1,1,All,2,3,7
All,1,2,All,2,All,2,2,All,1,1,5
All,1,1,All,2,All,1,2,All,1,1,5
All,1,2,All,2,All,1,2,All,1,3,6
All,1,1,All,2,All,1,2,All,1,1,5
All,1,1,All,2,All,2,2,All,1,1,5
All,1,1,All,2,All,1,2,All,1,1,6
All,1,1,All,2,All,2,2,All,1,1,5
All,1,2,All,2,All,2,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,2,6
All,2,1,All,2,All,1,1,All,3,4,7
All,2,1,All,2,All,1,1,All,3,4,7
All,2,2,All,1,All,1,2,All,1,1,6
All,2,1,All,1,All,1,1,All,1,4,6
All,2,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,1,2,All,3,3,7
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,1,1,All,2,4,7
All,2,1,All,2,All,1,2,All,2,2,5
All,1,2,All,1,All,1,1,All,2,4,7
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,2,All,1,2,All,3,4,7
All,2,2,All,2,All,1,2,All,3,3,5
All,1,2,All,1,All,1,1,All,2,4,7
All,1,2,All,2,All,1,2,All,2,2,6
All,3,1,All,2,All,1,2,All,1,2,5
All,2,1,All,2,All,1,2,All,2,2,6
All,2,1,All,2,All,1,1,All,2,3,6
All,1,2,All,2,All,1,2,All,3,3,6
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,3,1,All,1,4,6
All,1,2,All,1,All,3,1,All,1,4,6
All,2,1,All,2,All,1,2,All,2,2,5
All,1,2,All,2,All,1,2,All,1,4,6
All,1,2,All,2,All,1,2,All,1,4,6
All,2,1,All,1,All,1,2,All,2,3,5
All,1,2,All,2,All,1,1,All,2,4,6
All,2,1,All,2,All,1,2,All,2,3,7
All,2,1,All,2,All,1,2,All,2,2,6
All,1,2,All,1,All,1,1,All,2,4,6
All,2,1,All,1,All,1,1,All,1,4,5
All,1,1,All,2,All,2,2,All,2,2,6
All,2,1,All,2,All,1,2,All,2,3,7
All,2,1,All,2,All,1,1,All,2,4,7
All,2,1,All,2,All,1,1,All,2,3,7
All,2,1,All,2,All,1,2,All,1,1,5
All,2,1,All,2,All,1,2,All,2,2,6
All,2,1,All,2,All,1,2,All,1,1,6
All,1,2,All,2,All,1,2,All,3,3,7
All,1,2,All,2,All,1,1,All,2,4,7
All,3,1,All,2,All,1,2,All,2,1,5
All,2,2,All,2,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,3,3,6
All,3,1,All,2,All,1,2,All,3,2,5
All,2,1,All,2,All,1,2,All,3,1,6
All,2,1,All,2,All,1,2,All,3,3,6
All,1,2,All,2,All,1,2,All,3,3,7
All,1,2,All,1,All,1,1,All,2,4,6
All,2,1,All,2,All,1,1,All,2,3,6
All,2,1,All,2,All,1,2,All,2,3,6
All,2,1,All,2,All,1,2,All,3,2,5
All,2,2,All,2,All,1,2,All,3,3,6
All,2,2,All,2,All,1,2,All,3,3,6
All,2,1,All,2,All,1,2,All,3,2,5
All,2,2,All,2,All,1,2,All,3,1,5
All,2,1,All,2,All,1,1,All,2,4,5
All,1,2,All,2,All,1,1,All,3,4,7
All,2,1,All,2,All,2,2,All,2,1,6
All,2,1,All,2,All,2,2,All,2,1,6
All,2,2,All,2,All,1,2,All,2,4,7
All,2,1,All,2,All,2,2,All,2,1,5
All,2,2,All,2,All,1,2,All,3,4,7
All,2,2,All,2,All,1,2,All,2,4,7
All,1,2,All,2,All,1,2,All,3,2,6
All,1,2,All,2,All,1,1,All,3,4,8
All,1,2,All,2,All,1,2,All,3,3,6
All,1,2,All,2,All,1,2,All,3,4,6
All,2,1,All,1,All,1,1,All,2,4,6
All,2,1,All,2,All,1,2,All,2,2,6
All,2,1,All,2,All,1,1,All,3,4,7
All,1,2,All,1,All,1,2,All,3,3,7
All,1,2,All,1,All,1,2,All,3,3,7
All,2,2,All,2,All,1,2,All,2,3,5
All,1,2,All,1,All,1,1,All,3,3,7
All,2,1,All,2,All,2,2,All,2,1,5
All,1,1,All,2,All,2,2,All,2,1,6
All,2,2,All,2,All,1,2,All,2,3,6
All,2,1,All,2,All,2,2,All,2,1,5
All,1,2,All,2,All,2,2,All,3,2,7
All,1,2,All,2,All,1,1,All,3,3,6
All,1,2,All,2,All,1,2,All,2,3,5
All,1,2,All,2,All,1,2,All,2,3,5
All,1,2,All,1,All,3,1,All,1,4,7
All,1,2,All,1,All,1,1,All,1,4,6
All,1,2,All,1,All,3,1,All,1,4,7
All,1,2,All,2,All,2,2,All,2,1,6
All,2,2,All,2,All,2,2,All,3,4,6
All,1,2,All,2,All,2,2,All,2,1,6
All,2,1,All,2,All,2,1,All,1,1,5
All,1,2,All,1,All,1,2,All,3,4,7
All,1,2,All,1,All,1,1,All,3,3,6
All,2,2,All,2,All,1,2,All,3,2,7
All,2,2,All,2,All,1,2,All,3,2,7
All,1,2,All,2,All,2,1,All,3,4,8
All,1,2,All,2,All,1,2,All,2,3,6
All,2,1,All,2,All,1,1,All,2,4,6
All,1,2,All,2,All,1,2,All,3,4,7
All,2,1,All,2,All,1,2,All,1,3,6
All,1,2,All,2,All,1,2,All,1,3,5
All,2,1,All,2,All,1,2,All,1,3,6
All,2,2,All,2,All,1,2,All,1,1,5
All,1,2,All,2,All,1,1,All,3,4,7
All,2,2,All,2,All,1,2,All,1,1,5
All,1,2,All,2,All,1,1,All,3,4,6
All,2,1,All,2,All,1,1,All,3,4,6
All,2,1,All,2,All,1,1,All,2,3,6
All,2,1,All,2,All,1,1,All,3,4,6
All,2,2,All,2,All,1,1,All,3,4,6
All,2,1,All,1,All,1,1,All,2,4,5
All,1,2,All,2,All,1,1,All,2,4,6
All,1,2,All,1,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,2,2,All,3,3,6
All,2,1,All,2,All,1,2,All,3,2,6
All,2,1,All,2,All,1,1,All,3,4,7
All,1,2,All,1,All,1,1,All,3,3,6
All,1,2,All,2,All,1,2,All,2,1,6
All,1,2,All,1,All,2,1,All,3,4,6
All,2,1,All,2,All,1,2,All,2,3,6
All,2,1,All,2,All,1,2,All,2,3,6
All,2,1,All,2,All,1,2,All,2,3,6
All,1,1,All,1,All,1,1,All,1,4,6
All,2,1,All,1,All,1,1,All,2,4,5
All,2,2,All,2,All,1,1,All,3,4,8
All,2,1,All,1,All,1,1,All,2,4,6
All,2,1,All,1,All,1,1,All,1,4,6
All,1,2,All,2,All,1,2,All,3,3,6
All,2,1,All,2,All,1,2,All,2,4,4
All,1,2,All,1,All,1,1,All,2,3,7
All,1,1,All,1,All,1,1,All,2,4,6
All,2,1,All,2,All,1,1,All,2,4,6
All,2,2,All,2,All,2,2,All,3,2,5
All,2,2,All,2,All,2,2,All,3,3,6
All,2,1,All,1,All,1,2,All,3,2,6
All,1,1,All,1,All,3,1,All,1,1,5
All,1,2,All,2,All,1,1,All,3,4,7
All,2,1,All,2,All,1,2,All,3,3,7
All,1,2,All,1,All,1,1,All,3,4,7
All,1,2,All,1,All,1,1,All,2,4,6
All,2,2,All,2,All,1,2,All,3,3,6
All,2,2,All,2,All,1,2,All,3,3,6
All,2,1,All,2,All,2,2,All,2,1,5
All,2,1,All,2,All,2,2,All,3,1,6
All,1,2,All,2,All,2,2,All,3,1,6
All,1,2,All,2,All,2,2,All,3,3,6
All,2,1,All,1,All,1,1,All,3,3,6
All,1,2,All,1,All,1,2,All,3,2,6
All,1,1,All,1,All,2,2,All,2,2,5
All,1,2,All,2,All,1,2,All,3,2,6
All,2,1,All,2,All,1,2,All,3,1,6
All,2,2,All,2,All,1,2,All,1,4,7
All,1,2,All,2,All,1,1,All,3,4,6
All,1,2,All,1,All,1,2,All,1,4,6
All,1,2,All,1,All,1,1,All,3,4,7
All,2,1,All,1,All,2,1,All,3,4,6
All,2,1,All,2,All,1,2,All,1,1,5
All,2,2,All,2,All,1,2,All,3,3,6
All,2,1,All,2,All,2,2,All,3,3,6
All,2,1,All,2,All,1,2,All,1,1,5
All,1,2,All,2,All,2,1,All,3,4,7
